"worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_init"
"129838","Animalia","Annelida","Polychaeta","Amphinomida","Amphinomidae","Pareurythoe","Pareurythoe borealis","Pareurythoe borealis"
"757970","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Parexogone","Parexogone hebes","Parexogone hebes"
"130036","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Parougia","Parougia caeca","Parougia caeca"
"605961","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Parthenina","Parthenina decussata","Parthenina decussata"
"139008","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium exiguum","Parvicardium exiguum"
"129357","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Nicomache",NA,"Nicomache"
"181343","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium pinnulatum","Parvicardium pinnulatum"
"130311","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Nicomache","Nicomache lumbricalis","Nicomache lumbricalis"
"139012","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium scabrum","Parvicardium scabrum"
"147459","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella pellucida","Patella pellucida"
"1297885","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Paucibranchia","Paucibranchia bellii","Paucibranchia bellii"
"124653","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Pawsonia","Pawsonia saxicola","Pawsonia saxicola"
"140712","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten","Pecten maximus","Pecten maximus"
"131071","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pelogenia","Pelogenia arenosa","Pelogenia arenosa"
"130408","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Perinereis","Perinereis cultrifera","Perinereis cultrifera"
"985","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae",NA,NA,"Sabellidae spp."
"102710","Animalia","Arthropoda","Malacostraca","Amphipoda","Aristiidae","Perrierella","Perrierella audouiniana","Perrierella audouiniana"
"129359","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Petaloproctus",NA,"Petaloproctus"
"130597","Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Petta","Petta pusilla","Petta pusilla"
"103724","Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata","Phallusia mammillata"
"410749","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Phascolion","Phascolion (Phascolion) strombus","Phascolion (Phascolion) strombus strombus"
"136080","Animalia","Annelida",NA,"Sipuncula","Phascolosomatidae","Phascolosoma","Phascolosoma (Phascolosoma) granulatum","Phascolosoma (Phascolosoma) granulatum"
"116939","Animalia","Annelida","Clitellata","Rhynchobdellida","Piscicolidae","Oceanobdella",NA,"Oceanobdella"
"140737","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Phaxas","Phaxas pellucidus","Phaxas pellucidus"
"130113","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Pherusa","Pherusa plumosa","Pherusa plumosa"
"138339","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",NA,"Philine spp."
"107010","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Philocheras",NA,"Philocheras spp."
"129660","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis",NA,"Odontosyllis"
"126996","Animalia","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis gunnellus","Pholis gunnellus"
"129439","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe",NA,"Pholoe"
"130601","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe","Pholoe inornata","Pholoe inornata"
"131953","Animalia","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas",NA,"Phorbas"
"122423","Animalia","Nemertea","Hoplonemertea","Monostilifera","Oerstediidae","Oerstedia",NA,"Oerstedia"
"128545","Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis",NA,"Phoronis spp."
"152547","Animalia","Echinodermata","Holothuroidea","Apodida","Synaptidae","Oestergrenia","Oestergrenia digitata","Oestergrenia digitata"
"102383","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Photis","Photis longicaudata","Photis longicaudata"
"102989","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Phoxocephalus","Phoxocephalus holbolli","Phoxocephalus holbolli"
"101864","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Phtisica","Phtisica marina","Phtisica marina"
"129455","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce",NA,"Phyllodoce"
"965","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae",NA,NA,"Onuphidae sp."
"130666","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce citrina","Phyllodoce citrina"
"130670","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce laminosa","Phyllodoce laminosa"
"334508","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce lineata","Phyllodoce lineata"
"130673","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce longipes","Phyllodoce longipes"
"130495","Animalia","Annelida","Polychaeta",NA,"Opheliidae","Ophelia","Ophelia neglecta","Ophelia neglecta"
"334510","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce maculata","Phyllodoce maculata"
"334512","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce mucosa","Phyllodoce mucosa"
"129414","Animalia","Annelida","Polychaeta",NA,"Opheliidae","Ophelina",NA,"Ophelina spp."
"931","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae",NA,NA,"Phyllodocidae spp."
"130700","Animalia","Annelida","Polychaeta","Phyllodocida","Pilargidae","Pilargis","Pilargis verrucosa","Pilargis verrucosa"
"107418","Animalia","Arthropoda","Malacostraca","Decapoda","Pilumnidae","Pilumnus","Pilumnus hirtellus","Pilumnus hirtellus"
"129669","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Pionosyllis",NA,"Pionosyllis"
"107278","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Pirimela","Pirimela denticulata","Pirimela denticulata"
"130114","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Piromis","Piromis eruca","Piromis eruca"
"107353","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Pisa","Pisa armata","Pisa armata"
"107358","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Pisa","Pisa tetraodon","Pisa tetraodon"
"124933","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","Ophiura robusta","Ophiura robusta"
"107188","Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pisidia","Pisidia longicornis","Pisidia longicornis"
"130707","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pisione","Pisione remota","Pisione remota"
"129708","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Pista",NA,"Pista spp."
"147038","Animalia","Nemertea","Nemertea incertae sedis",NA,NA,"Planaria",NA,"Planaria"
"793","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,"Platyhelminthes spp."
"130417","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Platynereis dumerilii","Platynereis dumerilii"
"102008","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Pleonexes","Pleonexes gammaroides","Pleonexes gammaroides"
"1262334","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Pleonexes","Pleonexes helleri","Pleonexes helleri"
"140820","Animalia","Mollusca","Gastropoda","Pleurobranchida","Pleurobranchidae","Pleurobranchus","Pleurobranchus membranaceus","Pleurobranchus membranaceus"
"138751","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Pododesmus","Pododesmus patelliformis","Pododesmus patelliformis"
"138752","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Pododesmus","Pododesmus squama","Pododesmus squama"
"130711","Animalia","Annelida","Polychaeta","Spionida","Poecilochaetidae","Poecilochaetus","Poecilochaetus serpens","Poecilochaetus serpens"
"246150","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Polititapes","Polititapes aureus","Polititapes aureus"
"745846","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Polititapes","Polititapes rhomboides","Polititapes rhomboides"
"107614","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon elegans","Palaemon elegans"
"103441","Animalia","Chordata","Ascidiacea","Aplousobranchia","Polyclinidae",NA,NA,"Polyclinidae"
"103674","Animalia","Chordata","Ascidiacea","Aplousobranchia","Polyclinidae","Polyclinum","Polyclinum aurantium","Polyclinum aurantium"
"140710","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Palliolum","Palliolum tigerinum","Palliolum tigerinum"
"106789","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae",NA,NA,"Pandalidae"
"131142","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora","Polydora colonia","Polydora colonia"
"129472","Animalia","Annelida","Polychaeta",NA,"Polygordiidae","Polygordius",NA,"Polygordius"
"130714","Animalia","Annelida","Polychaeta",NA,"Polygordiidae","Polygordius","Polygordius lacteus","Polygordius lacteus"
"130830","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Polynoe","Polynoe scolopendrina","Polynoe scolopendrina"
"939","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae",NA,NA,"Polynoidae"
"1526389","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus flavescens","Pomatoschistus flavescens"
"126930","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus","Pomatoschistus pictus"
"102918","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Pontocrates","Pontocrates arenarius","Pontocrates arenarius"
"558","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera spp."
"120177","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Praunus","Praunus flexuosus","Praunus flexuosus"
"129620","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Prionospio",NA,"Prionospio spp."
"129435","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paraonis",NA,"Paraonis"
"107054","Animalia","Arthropoda","Malacostraca","Decapoda","Processidae","Processa",NA,"Processa spp."
"142842","Animalia","Platyhelminthes",NA,"Polycladida","Prosthiostomidae","Prosthiostomum","Prosthiostomum siphunculus","Prosthiostomum siphunculus"
"129975","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Protocirrineris","Protocirrineris chrysoderma","Protocirrineris chrysoderma"
"130041","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Protodorvillea","Protodorvillea kefersteini","Protodorvillea kefersteini"
"152393","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Protomystides","Protomystides bidentata","Protomystides bidentata"
"152249","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Psamathe","Psamathe fusca","Psamathe fusca"
"124319","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Psammechinus","Psammechinus miliaris","Psammechinus miliaris"
"101984","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyproideidae","Peltocoxa","Peltocoxa damnoniensis","Peltocoxa damnoniensis"
"1054343","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Pseudopotamilla","Pseudopotamilla saxicava","Pseudopotamilla saxicava"
"134260","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae","Pseudosuberites","Pseudosuberites sulphureus","Pseudosuberites sulphureus"
"131373","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Pseudosyllis","Pseudosyllis brevipennis","Pseudosyllis brevipennis"
"130686","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Pterocirrus","Pterocirrus macroceros","Pterocirrus macroceros"
"139975","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Puncturella","Puncturella noachina","Puncturella noachina"
"122860","Animalia","Nemertea","Hoplonemertea","Polystilifera","Drepanophoridae","Punnettia","Punnettia splendida","Punnettia splendida"
"131170","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Pygospio","Pygospio elegans","Pygospio elegans"
"836211","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Pyrgiscus","Pyrgiscus crenatus","Pyrgiscus crenatus"
"103524","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Pyura",NA,"Pyura spp."
"876588","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Phascoliophila","Phascoliophila phascolionis","Phascoliophila phascolionis"
"103449","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae",NA,NA,"Pyuridae"
"139379","Animalia","Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Raphitoma","Raphitoma purpurea","Raphitoma purpurea"
"141134","Animalia","Mollusca","Gastropoda","Cephalaspidea","Retusidae","Retusa","Retusa obtusa","Retusa obtusa"
"141353","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Rissoa","Rissoa guerinii","Rissoa guerinii"
"141358","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Rissoa","Rissoa lilacina","Rissoa lilacina"
"141365","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Rissoa","Rissoa parva","Rissoa parva"
"136135","Animalia","Arthropoda","Malacostraca","Stomatopoda","Squillidae","Rissoides","Rissoides desmaresti","Rissoides desmaresti"
"231750","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes","Ruditapes philippinarum","Ruditapes philippinarum"
"129549","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Sabella",NA,"Sabella"
"130967","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Sabella","Sabella pavonina","Sabella pavonina"
"130866","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Sabellaria","Sabellaria alveolata","Sabellaria alveolata"
"130867","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Sabellaria","Sabellaria spinulosa","Sabellaria spinulosa"
"105410","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta",NA,"Sagitta"
"388224","Animalia","Arthropoda","Malacostraca","Leptostraca","Nebaliidae","Sarsinebalia","Sarsinebalia urgorrii","Sarsinebalia urgorrii"
"129232","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae","Phyllochaetopterus",NA,"Phyllochaetopterus"
"130979","Animalia","Annelida","Polychaeta",NA,"Scalibregmatidae","Scalibregma","Scalibregma celticum","Scalibregma celticum"
"130980","Animalia","Annelida","Polychaeta",NA,"Scalibregmatidae","Scalibregma","Scalibregma inflatum","Scalibregma inflatum"
"130044","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos","Schistomeringos neglecta","Schistomeringos neglecta"
"154127","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Schistomeringos","Schistomeringos rudolphi","Schistomeringos rudolphi"
"110975","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Schizoporellidae","Schizoporella",NA,"Schizoporella"
"130982","Animalia","Annelida","Polychaeta",NA,"Scalibregmatidae","Sclerocheilus","Sclerocheilus minutus","Sclerocheilus minutus"
"334514","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce rosea","Phyllodoce rosea"
"100910","Animalia","Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Scolanthus","Scolanthus callimorphus","Scolanthus callimorphus"
"129623","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Scolelepis",NA,"Scolelepis spp."
"129340","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma",NA,"Scoletoma spp."
"1491000","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma","Scoletoma laurentiana","Scoletoma laurentiana"
"152260","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Scoletoma","Scoletoma magnidentata","Scoletoma magnidentata"
"743511","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Scoloplos","Scoloplos (Scoloplos) armiger","Scoloplos (Scoloplos) armiger"
"129580","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Serpula",NA,"Serpula"
"131051","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Serpula","Serpula vermicularis","Serpula vermicularis"
"988","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae",NA,NA,"Serpulidae"
"605899","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Serratina","Serratina serrata","Serratina serrata"
"131072","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Sigalion","Sigalion mathildae","Sigalion mathildae"
"130690","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Sige","Sige fusigera","Sige fusigera"
"136084","Animalia","Annelida",NA,"Sipuncula","Sipunculidae","Sipunculus","Sipunculus (Sipunculus) nudus","Sipunculus (Sipunculus) nudus"
"148560","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Socarnes","Socarnes erythrophthalmus","Socarnes erythrophthalmus"
"124418","Animalia","Echinodermata","Echinoidea","Spatangoida","Spatangidae","Spatangus","Spatangus purpureus","Spatangus purpureus"
"124427","Animalia","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Sphaerechinus","Sphaerechinus granularis","Sphaerechinus granularis"
"155127","Animalia","Annelida","Polychaeta","Phyllodocida","Sphaerodoridae","Sphaerodoridium","Sphaerodoridium minutum","Sphaerodoridium minutum"
"103056","Animalia","Arthropoda","Malacostraca","Amphipoda","Podoceridae","Podocerus","Podocerus variegatus","Podocerus variegatus"
"118973","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Sphaeroma","Sphaeroma serratum","Sphaeroma serratum"
"129677","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Sphaerosyllis",NA,"Sphaerosyllis spp."
"883","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,"Polychaeta"
"129625","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spio",NA,"Spio spp."
"129233","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae","Spiochaetopterus",NA,"Spiochaetopterus spp."
"1464370","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Polycirrus","Polycirrus nogueirai","Polycirrus nogueirai"
"1464372","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Polycirrus","Polycirrus readi","Polycirrus readi"
"913","Animalia","Annelida","Polychaeta","Spionida","Spionidae",NA,NA,"Spionidae"
"131187","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spiophanes","Spiophanes bombyx","Spiophanes bombyx"
"129582","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Spirobranchus",NA,"Spirobranchus spp."
"140300","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Spisula elliptica","Spisula elliptica"
"140301","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Spisula solida","Spisula solida"
"140302","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Spisula subtruncata","Spisula subtruncata"
"1039839","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala cineraria","Steromphala cineraria"
"1039846","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala pennanti","Steromphala pennanti"
"1477356","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala tumida","Steromphala tumida"
"125999","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus",NA,"Pomatoschistus"
"1039850","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala umbilicalis","Steromphala umbilicalis"
"131074","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Sthenelais","Sthenelais boa","Sthenelais boa"
"116943","Animalia","Annelida","Clitellata","Rhynchobdellida","Piscicolidae","Pontobdella",NA,"Pontobdella"
"131538","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Streblosoma","Streblosoma bairdi","Streblosoma bairdi"
"102916","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Pontocrates","Pontocrates altamarinus","Pontocrates altamarinus"
"238207","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Streptodonta","Streptodonta pterochaeta","Streptodonta pterochaeta"
"140571","Animalia","Mollusca","Bivalvia","Arcida","Noetiidae","Striarca","Striarca lactea","Striarca lactea"
"103929","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava","Styela clava"
"131362","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Proceraea","Proceraea cornuta","Proceraea cornuta"
"142820","Animalia","Platyhelminthes",NA,"Polycladida","Euryleptidae","Prostheceraeus","Prostheceraeus vittatus","Prostheceraeus vittatus"
"129514","Animalia","Annelida","Polychaeta",NA,"Protodrilidae","Protodrilus",NA,"Protodrilus"
"141147","Animalia","Mollusca","Gastropoda",NA,"Rissoellidae","Rissoella","Rissoella diaphana","Rissoella diaphana"
"141454","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola","Sepiola atlantica","Sepiola atlantica"
"1648","Animalia","Annelida",NA,"Sipuncula","Sipunculidae",NA,NA,"Sipunculidae"
"141543","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Solecurtus","Solecurtus scopula","Solecurtus scopula"
"141546","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen","Solen marginatus","Solen marginatus"
"140432","Animalia","Mollusca","Bivalvia","Myida","Myidae","Sphenia","Sphenia binghami","Sphenia binghami"
"129626","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spiophanes",NA,"Spiophanes"
"336835","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Stylarioides","Stylarioides moniliferus","Stylarioides moniliferus"
"142861","Animalia","Platyhelminthes",NA,"Polycladida","Stylochoplanidae","Stylochoplana","Stylochoplana maculata","Stylochoplana maculata"
"130833","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Subadyte","Subadyte pellucida","Subadyte pellucida"
"134285","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae","Suberites","Suberites ficus","Suberites ficus"
"131676","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae",NA,NA,"Suberitidae"
"132251","Animalia","Porifera","Calcarea","Leucosolenida","Syconidae","Sycon","Sycon ciliatum","Sycon ciliatum"
"948","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",NA,NA,"Syllidae spp."
"129679","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllides",NA,"Syllides spp."
"130198","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia","Syllidia armata","Syllidia armata"
"129680","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis",NA,"Syllis spp."
"131429","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis fasciata","Syllis fasciata"
"131431","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis garciai","Syllis garciai"
"131435","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis gracilis","Syllis gracilis"
"131436","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis hyalina","Syllis hyalina"
"238648","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis krohnii","Syllis krohnii"
"131458","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis variegata","Syllis variegata"
"131459","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis vittata","Syllis vittata"
"273571","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus melops","Symphodus melops"
"101704","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Synchelidium",NA,"Synchelidium"
"102928","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Synchelidium","Synchelidium maculatum","Synchelidium maculatum"
"1133","Animalia","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA,"Tanaidacea spp."
"136486","Animalia","Arthropoda","Malacostraca","Tanaidacea","Tanaissuidae","Tanaissus","Tanaissus lilljeborgi","Tanaissus lilljeborgi"
"153552","Animalia","Mollusca","Gastropoda",NA,"Lottiidae","Tectura","Tectura virginea","Tectura virginea"
"138533","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Tellina",NA,"Tellina"
"235","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae",NA,NA,"Tellinidae spp."
"982","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae",NA,NA,"Terebellidae spp."
"129717","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Terebellides",NA,"Terebellides spp."
"194","Animalia","Mollusca","Gastropoda","Nudibranchia","Tergipedidae",NA,NA,"Tergipedidae"
"134312","Animalia","Porifera","Demospongiae","Tethyida","Tethyidae","Tethya","Tethya citrina","Tethya citrina"
"122419","Animalia","Nemertea","Hoplonemertea","Monostilifera","Tetrastemmatidae","Tetrastemma",NA,"Tetrastemma spp."
"110357","Animalia","Annelida","Polychaeta","Echiuroidea","Thalassematidae","Thalassema",NA,"Thalassema"
"110375","Animalia","Annelida","Polychaeta","Echiuroidea","Thalassematidae","Thalassema","Thalassema thalassema","Thalassema thalassema"
"129714","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Thelepus",NA,"Thelepus spp."
"107281","Animalia","Arthropoda","Malacostraca","Decapoda","Thiidae","Thia","Thia scutellata","Thia scutellata"
"138549","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia",NA,"Thracia"
"141647","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia distorta","Thracia distorta"
"152378","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia phaseolina","Thracia phaseolina"
"141650","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia pubescens","Thracia pubescens"
"141651","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia villosiuscula","Thracia villosiuscula"
"141662","Animalia","Mollusca","Bivalvia","Lucinida","Thyasiridae","Thyasira","Thyasira flexuosa","Thyasira flexuosa"
"146116","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone",NA,"Thyone"
"124670","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone fusus","Thyone fusus"
"124672","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone inermis","Thyone inermis"
"124676","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone roscovita","Thyone roscovita"
"129981","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Timarete","Timarete filigera","Timarete filigera"
"141929","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Timoclea","Timoclea ovata","Timoclea ovata"
"176808","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae",NA,NA,"Uristidae spp."
